id,Headline,Details,Severity,Region,Datetime,lat,lon,maritime_label,found_ports,contains_port_info,Category,Summarized_label,true_risks,input_text,normalized_text
4414,UPDATE 1 - CGT union calls for nationwide strike action at all French ports on June 20,"Following the murder of a dockworker in the Port of Le Havre, the Federation nationale des Ports et Docks CGT union has called for a 24-hour strike action at all French ports on June 20. Vessel schedules are likely to be impacted, with shipping lines potentially canceling port calls.",Moderate,France,2020-06-18 03:06:00,47.29746,-2.16217,false,['le havre'],true,Port Strike,Worker Strike,['labor_strike_disruption'],"UPDATE 1 - CGT union calls for nationwide strike action at all French ports on June 20 Following the murder of a dockworker in the Port of Le Havre, the Federation nationale des Ports et Docks CGT union has called for a 24-hour strike action at all French ports on June 20. Vessel schedules are likely to be impacted, with shipping lines potentially canceling port calls.",update 1 cgt union calls for nationwide strike action at all french ports on june 20 following the murder of a dockworker in the port of le havre the federation nationale des ports et docks cgt union has called for a 24 hour strike action at all french ports on june 20 vessel schedules are likely to be impacted with shipping lines potentially canceling port calls
1439,Crane topples at Vancouver container terminal,"Local media sources reported that a crane fell down at the Port of Vancouver on Monday, January 28, morning. GCT Global Container Terminals Inc. confirmed that during berthing Monday morning, at around 4 a.m., container ship EVER SUMMIT came into contact with a GCT Vanterm ship-to-shore crane. The vessel is currently being held alongside with tugs as the crane boom is now on top of a container stack toward the rear of the ship. GCT says an exclusion zone has been set up to ensure the safety of everyone at the terminal and for any operational impacts. No details yet on damages extent.",Moderate,Canada,2019-01-28 21:27:00,49.28563,-123.10945,true,['vancouver'],true,"Maritime Accident,Port Disruption",Accident,['port_operational_disruption'],"Crane topples at Vancouver container terminal Local media sources reported that a crane fell down at the Port of Vancouver on Monday, January 28, morning. GCT Global Container Terminals Inc. confirmed that during berthing Monday morning, at around 4 a.m., container ship EVER SUMMIT came into contact with a GCT Vanterm ship-to-shore crane. The vessel is currently being held alongside with tugs as the crane boom is now on top of a container stack toward the rear of the ship. GCT says an exclusion zone has been set up to ensure the safety of everyone at the terminal and for any operational impacts. No details yet on damages extent.",crane topples at vancouver container terminal local media sources reported that a crane fell down at the port of vancouver on monday january 28 morning gct global container terminals inc confirmed that during berthing monday morning at around 4 a m container ship ever summit came into contact with a gct vanterm ship to shore crane the vessel is currently being held alongside with tugs as the crane boom is now on top of a container stack toward the rear of the ship gct says an exclusion zone has been set up to ensure the safety of everyone at the terminal and for any operational impacts no details yet on damages extent
77,Average waiting time around 0.5 day at Port of Shanghai,Local sources indicate that an average waiting time for vessels to berth at the Port of Shanghai is around 0.5 day.,Moderate,China,2018-12-14 05:56:00,31.23716,121.48997,false,['shanghai'],true,Port Disruption,Administrative Issue,['port_operational_disruption'],Average waiting time around 0.5 day at Port of Shanghai Local sources indicate that an average waiting time for vessels to berth at the Port of Shanghai is around 0.5 day.,average waiting time around 0 5 day at port of shanghai local sources indicate that an average waiting time for vessels to berth at the port of shanghai is around 0 5 day
3999,Port of Shanghai closes due to dense fog,Sources indicate on February 14 that Shanghai Port has reportedly closed since 23:30 local time on February 13 due to dense fog. No timeline has been given as to when the port is expected to reopen.,Severe,China,2020-02-14 14:59:00,,,false,['shanghai'],true,Port Closure,Weather,['port_closure'],Port of Shanghai closes due to dense fog Sources indicate on February 14 that Shanghai Port has reportedly closed since 23:30 local time on February 13 due to dense fog. No timeline has been given as to when the port is expected to reopen.,port of shanghai closes due to dense fog sources indicate on february 14 that shanghai port has reportedly closed since 23 30 local time on february 13 due to dense fog no timeline has been given as to when the port is expected to reopen
1458,Dense fog causes pilot service suspension at Port of Tianjin,"According to sources on March 11, pilot services were suspended at the Port of Tianjin from the morning of March 10 until the evening.",Moderate,China,2019-11-03 07:27:00,38.98329,117.74279,false,['tianjin'],true,Port Disruption,Administrative Issue,['port_operational_disruption'],"Dense fog causes pilot service suspension at Port of Tianjin According to sources on March 11, pilot services were suspended at the Port of Tianjin from the morning of March 10 until the evening.",dense fog causes pilot service suspension at port of tianjin according to sources on march 11 pilot services were suspended at the port of tianjin from the morning of march 10 until the evening
85,Bad weather impacts operations at Brisbane and Melbourne Terminals,Industry sources on November 2 reported that the day and evening shifts at Brisbane and Melbourne Patrick Terminals will be closed due to bad weather situations. It remains unclear when the situation will normalize.,Minor,Australia,2018-02-11 08:14:00,-37.81036,144.9201,true,"['brisbane', 'melbourne']",true,Port Disruption,Weather,['port_operational_disruption'],Bad weather impacts operations at Brisbane and Melbourne Terminals Industry sources on November 2 reported that the day and evening shifts at Brisbane and Melbourne Patrick Terminals will be closed due to bad weather situations. It remains unclear when the situation will normalize.,bad weather impacts operations at brisbane and melbourne terminals industry sources on november 2 reported that the day and evening shifts at brisbane and melbourne patrick terminals will be closed due to bad weather situations it remains unclear when the situation will normalize
2301,Stevedore strike at Port of Santos to remain unresolved during Carnaval,"Sindestiva (Sindicato dos Estivadores de Santos, Sao Vicente, Guaruja e Cubatao), the largest stevedore union representing dockworkers on the Sao Paulo coast, declared the commencement of a strike at the Port of Santos on March 1 at 7:00 (local time). The strike action is the latest to involve stevedores airing grievances against the port management at Brazil’s largest seaport, and the first of 2019. 
The warning for this strike was issued on February 19, after a Superior Labor Court decision on February 11 permitted the Port of Santos to employ contractors to quantities of up to 100% of its workforce, revoking an earlier agreement from 2015 that permitted only a maximum of 50% contractor employment at the port. The strike also provides the union the opportunity to air grievances over pay and benefits. After a union meeting on February 26, the strike was confirmed on February 28, and is in progress as of this writing. 
What complicates matters is that the strike coincides with the Carnaval holiday in Brazil. Brazilian supply chains and transportation thoroughfares, like many locales which commemorate the holiday, slow down and gradually resume production after Ash Wednesday. Manufacturers traditionally give employees time off for the Carnaval period, with typical holiday duration lasting for about 1 week, starting on the preceding Friday. In extreme cases, the holiday may even extend to 21 days. Sources state that the port management and Sindestiva representatives willing to meet and negotiate during the holiday is unlikely at best.
While past incidents impacting the Port of Santos have been relatively harmless, this open-ended strike over a longer period without any negotiation in sight poses greater uncertainty. Such uncertainty without a resolution is likely to cause cargo delays and subsequent backlogs. As such, those relying on the Port of Santos as a maritime hub are advised to monitor developments. While strikes of this nature typically make provisions for the unimpeded circulation of perishable and element-sensitive goods, no such provisions have been explicitly mentioned at present.",Moderate,Brazil,2019-04-03 15:57:00,-23.92798,-46.33794,false,['santos'],true,Port Strike,Worker Strike,['labor_strike_disruption'],"Stevedore strike at Port of Santos to remain unresolved during Carnaval Sindestiva (Sindicato dos Estivadores de Santos, Sao Vicente, Guaruja e Cubatao), the largest stevedore union representing dockworkers on the Sao Paulo coast, declared the commencement of a strike at the Port of Santos on March 1 at 7:00 (local time). The strike action is the latest to involve stevedores airing grievances against the port management at Brazil’s largest seaport, and the first of 2019. 
The warning for this strike was issued on February 19, after a Superior Labor Court decision on February 11 permitted the Port of Santos to employ contractors to quantities of up to 100% of its workforce, revoking an earlier agreement from 2015 that permitted only a maximum of 50% contractor employment at the port. The strike also provides the union the opportunity to air grievances over pay and benefits. After a union meeting on February 26, the strike was confirmed on February 28, and is in progress as of this writing. 
What complicates matters is that the strike coincides with the Carnaval holiday in Brazil. Brazilian supply chains and transportation thoroughfares, like many locales which commemorate the holiday, slow down and gradually resume production after Ash Wednesday. Manufacturers traditionally give employees time off for the Carnaval period, with typical holiday duration lasting for about 1 week, starting on the preceding Friday. In extreme cases, the holiday may even extend to 21 days. Sources state that the port management and Sindestiva representatives willing to meet and negotiate during the holiday is unlikely at best.
While past incidents impacting the Port of Santos have been relatively harmless, this open-ended strike over a longer period without any negotiation in sight poses greater uncertainty. Such uncertainty without a resolution is likely to cause cargo delays and subsequent backlogs. As such, those relying on the Port of Santos as a maritime hub are advised to monitor developments. While strikes of this nature typically make provisions for the unimpeded circulation of perishable and element-sensitive goods, no such provisions have been explicitly mentioned at present.",stevedore strike at port of santos to remain unresolved during carnaval sindestiva sindicato dos estivadores de santos sao vicente guaruja e cubatao the largest stevedore union representing dockworkers on the sao paulo coast declared the commencement of a strike at the port of santos on march 1 at 7 00 local time the strike action is the latest to involve stevedores airing grievances against the port management at brazil's largest seaport and the first of 2019 the warning for this strike was issued on february 19 after a superior labor court decision on february 11 permitted the port of santos to employ contractors to quantities of up to 100 of its workforce revoking an earlier agreement from 2015 that permitted only a maximum of 50 contractor employment at the port the strike also provides the union the opportunity to air grievances over pay and benefits after a union meeting on february 26 the strike was confirmed on february 28 and is in progress as of this writing what complicates matters is that the strike coincides with the carnaval holiday in brazil brazilian supply chains and transportation thoroughfares like many locales which commemorate the holiday slow down and gradually resume production after ash wednesday manufacturers traditionally give employees time off for the carnaval period with typical holiday duration lasting for about 1 week starting on the preceding friday in extreme cases the holiday may even extend to 21 days sources state that the port management and sindestiva representatives willing to meet and negotiate during the holiday is unlikely at best while past incidents impacting the port of santos have been relatively harmless this open ended strike over a longer period without any negotiation in sight poses greater uncertainty such uncertainty without a resolution is likely to cause cargo delays and subsequent backlogs as such those relying on the port of santos as a maritime hub are advised to monitor developments while strikes of this nature typically make provisions for the unimpeded circulation of perishable and element sensitive goods no such provisions have been explicitly mentioned at present
1023,"2 miles S of Sinawilan- 3 killed, 31 injured, structural damage from earthquake. Incident closed.","The U.S. Geological Survey and European-Mediterranean Seismological Centre reported that a magnitude 6.8 earthquake struck two miles south of Sinawilan, Philippines. Updated casualty estimates stated that at least three people were killed and up to 31 others were injured, although the respective tolls are likely to increase. Rescue efforts remain ongoing as authorities search for people trapped under rubble. One person was killed in Matanao after a building collapsed. Many structures were damaged throughout Davao del Sur and Mindanao. A total of 13 government buildings have been damaged from the earthquake, including the Magsaysay Municipal Hall. Dozens of minor aftershocks have been reported near the epicenter. There were no tsunami threat associated with this earthquake. This incident is closed.",Severe,Philippines,2019-12-15 06:27:00,6.59,125.18,false,['davao'],true,Earthquake,Weather,['natural_disaster'],"2 miles S of Sinawilan- 3 killed, 31 injured, structural damage from earthquake. Incident closed. The U.S. Geological Survey and European-Mediterranean Seismological Centre reported that a magnitude 6.8 earthquake struck two miles south of Sinawilan, Philippines. Updated casualty estimates stated that at least three people were killed and up to 31 others were injured, although the respective tolls are likely to increase. Rescue efforts remain ongoing as authorities search for people trapped under rubble. One person was killed in Matanao after a building collapsed. Many structures were damaged throughout Davao del Sur and Mindanao. A total of 13 government buildings have been damaged from the earthquake, including the Magsaysay Municipal Hall. Dozens of minor aftershocks have been reported near the epicenter. There were no tsunami threat associated with this earthquake. This incident is closed.",2 miles s of sinawilan 3 killed 31 injured structural damage from earthquake incident closed the u s geological survey and european mediterranean seismological centre reported that a magnitude 6 8 earthquake struck two miles south of sinawilan philippines updated casualty estimates stated that at least three people were killed and up to 31 others were injured although the respective tolls are likely to increase rescue efforts remain ongoing as authorities search for people trapped under rubble one person was killed in matanao after a building collapsed many structures were damaged throughout davao del sur and mindanao a total of 13 government buildings have been damaged from the earthquake including the magsaysay municipal hall dozens of minor aftershocks have been reported near the epicenter there were no tsunami threat associated with this earthquake this incident is closed
1343,Chennai - Ten percent of Tamil Nadu Secretariat workers held a one-day strike. Incident closed.,Reports indicated that up to 10 percent of Tamil Nadu Secretariat workers in Chennai participated in a one-day strike on Wednesday. The strike was called by the Tamil Nadu Secretariat Association over multiple grievances. This incident is closed.,Moderate,India,2019-01-30 07:28:00,13.08069,80.28679,false,['chennai'],true,Civil Service Strike,Worker Strike,['labor_strike_disruption'],Chennai - Ten percent of Tamil Nadu Secretariat workers held a one-day strike. Incident closed. Reports indicated that up to 10 percent of Tamil Nadu Secretariat workers in Chennai participated in a one-day strike on Wednesday. The strike was called by the Tamil Nadu Secretariat Association over multiple grievances. This incident is closed.,chennai ten percent of tamil nadu secretariat workers held a one day strike incident closed reports indicated that up to 10 percent of tamil nadu secretariat workers in chennai participated in a one day strike on wednesday the strike was called by the tamil nadu secretariat association over multiple grievances this incident is closed
854,UPDATE: Felixstowe Port congestion continues to spread to Southampton,"Updated sources indicated on October 4 that the Port of Southampton is still experiencing haulage availability and port congestion issues that due to the collateral effects of congestion at the Port of Felixstowe following a new IT system implementation in June 2018. Industry sources reported that as landside and ship working productivity at Southampton has deteriorated, operator DP World has been obliged to issue several ‘terminal alert’ messages to customers, including one issued on Monday, October 1, where it said it would reduce its export receiving window from the normal 10 days to seven days.",Severe,United Kingdom,2018-08-17 17:00:00,50.91015,-1.43455,true,"['felixstowe', 'southampton']",true,Port Congestion,Administrative Issue,['port_operational_disruption'],"UPDATE: Felixstowe Port congestion continues to spread to Southampton Updated sources indicated on October 4 that the Port of Southampton is still experiencing haulage availability and port congestion issues that due to the collateral effects of congestion at the Port of Felixstowe following a new IT system implementation in June 2018. Industry sources reported that as landside and ship working productivity at Southampton has deteriorated, operator DP World has been obliged to issue several ‘terminal alert’ messages to customers, including one issued on Monday, October 1, where it said it would reduce its export receiving window from the normal 10 days to seven days.",update felixstowe port congestion continues to spread to southampton updated sources indicated on october 4 that the port of southampton is still experiencing haulage availability and port congestion issues that due to the collateral effects of congestion at the port of felixstowe following a new it system implementation in june 2018 industry sources reported that as landside and ship working productivity at southampton has deteriorated operator dp world has been obliged to issue several 'terminal alert' messages to customers including one issued on monday october 1 where it said it would reduce its export receiving window from the normal 10 days to seven days
2370,Strong winds may disrupt operations at Port of Yangshan on July 19 and 20 - UPDATE 1,"Intelligence received by Everstream Analytics indicates on July 19 that the Port of Yangshan may be affected by strong winds from 15:00 local time on July 19 until 06:00 local time on July 20 with a medium risk of port closure. Currently, Tropical Storm Danas moves along the Chinese coastline and will pass Shanghai before making landfall in South Korea.",Minor,China,2019-07-17 16:04:00,,,false,['shanghai'],true,"Port Closure, Port Congestion",Weather,"['port_operational_disruption', 'port_closure']","Strong winds may disrupt operations at Port of Yangshan on July 19 and 20 - UPDATE 1 Intelligence received by Everstream Analytics indicates on July 19 that the Port of Yangshan may be affected by strong winds from 15:00 local time on July 19 until 06:00 local time on July 20 with a medium risk of port closure. Currently, Tropical Storm Danas moves along the Chinese coastline and will pass Shanghai before making landfall in South Korea.",strong winds may disrupt operations at port of yangshan on july 19 and 20 update 1 intelligence received by everstream analytics indicates on july 19 that the port of yangshan may be affected by strong winds from 15 00 local time on july 19 until 06 00 local time on july 20 with a medium risk of port closure currently tropical storm danas moves along the chinese coastline and will pass shanghai before making landfall in south korea
2056,Port of Durban suspends Pier 2 waterside operations due to high winds,Industry sources indicate that the Port of Durban went on standby at 3:20pm local time on February 26 due to recorded wind speeds of 79km/h. Landside and rail operations remained fully operational. It is not clear how long the suspension will last.,Minor,South Africa,2019-02-26 19:43:00,-29.88393,31.02737,false,['durban'],true,"Cargo Disruption,Weather Advisory",Weather,"['weather_disruption', 'port_operational_disruption']",Port of Durban suspends Pier 2 waterside operations due to high winds Industry sources indicate that the Port of Durban went on standby at 3:20pm local time on February 26 due to recorded wind speeds of 79km/h. Landside and rail operations remained fully operational. It is not clear how long the suspension will last.,port of durban suspends pier 2 waterside operations due to high winds industry sources indicate that the port of durban went on standby at 3 20pm local time on february 26 due to recorded wind speeds of 79km h landside and rail operations remained fully operational it is not clear how long the suspension will last
2318,Strong wind warnings issue for New South Wales coastal areas for Nov 1,"Industry sources reported that strong wind warning has been issued for Sydney Closed Waters, Macquarie Coast, Hunter Coast, Sydney Coast, Illawarra Coast, Batemans Coast and Eden Coast by the Australian Bureau of Meteorology for November 1.",Minor,Australia,2019-10-31 03:10:00,-31.43658,152.92513,false,['sydney'],true,Weather Advisory,Weather,['weather_disruption'],"Strong wind warnings issue for New South Wales coastal areas for Nov 1 Industry sources reported that strong wind warning has been issued for Sydney Closed Waters, Macquarie Coast, Hunter Coast, Sydney Coast, Illawarra Coast, Batemans Coast and Eden Coast by the Australian Bureau of Meteorology for November 1.",strong wind warnings issue for new south wales coastal areas for nov 1 industry sources reported that strong wind warning has been issued for sydney closed waters macquarie coast hunter coast sydney coast illawarra coast batemans coast and eden coast by the australian bureau of meteorology for november 1
5735,Waiting times at Port of Callao stand at 3 hours due to COVID-19 protocols,Shipping sources indicate on December 9 that waiting times at the Port of Callao stand at 3 hours due to COVID-19 protocols.,Minor,Peru,2020-09-12 15:52:00,-12.04767,-77.14215,false,['callao'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],Waiting times at Port of Callao stand at 3 hours due to COVID-19 protocols Shipping sources indicate on December 9 that waiting times at the Port of Callao stand at 3 hours due to COVID-19 protocols.,waiting times at port of callao stand at 3 hours due to covid 19 protocols shipping sources indicate on december 9 that waiting times at the port of callao stand at 3 hours due to covid 19 protocols
4544,UPDATE 1 - Severe traffic congestion continues on access roads and highways near Port of Genoa,"Updated intelligence reports on July 6 that the severe traffic congestion along access roads and highways near the Port of Genoa, Italy, continues to affect road traffic in the area on July 6. Traffic along highway A26 is said to be particularly affected, with a 10-kilometre traffic line between Masone and Voltri Container Terminal as of the morning hours on July 6, while traffic along highway A7 is said to be less congested. Sources also indicate that traffic between the Voltri Container Terminal and Genoa is congested as well.",Moderate,Italy,2020-03-07 13:20:00,,,true,['genoa'],true,"Port Disruption, Roadway Closure / Disruption",Administrative Issue,['port_operational_disruption'],"UPDATE 1 - Severe traffic congestion continues on access roads and highways near Port of Genoa Updated intelligence reports on July 6 that the severe traffic congestion along access roads and highways near the Port of Genoa, Italy, continues to affect road traffic in the area on July 6. Traffic along highway A26 is said to be particularly affected, with a 10-kilometre traffic line between Masone and Voltri Container Terminal as of the morning hours on July 6, while traffic along highway A7 is said to be less congested. Sources also indicate that traffic between the Voltri Container Terminal and Genoa is congested as well.",update 1 severe traffic congestion continues on access roads and highways near port of genoa updated intelligence reports on july 6 that the severe traffic congestion along access roads and highways near the port of genoa italy continues to affect road traffic in the area on july 6 traffic along highway a26 is said to be particularly affected with a 10 kilometre traffic line between masone and voltri container terminal as of the morning hours on july 6 while traffic along highway a7 is said to be less congested sources also indicate that traffic between the voltri container terminal and genoa is congested as well
2049,Port of Dalian closes due to dense fog,"According to industry sources on October 2, the Port of Dalian has been closed since 06:30 local time on October 1 due to dense fog and low visibility in the port area.",Minor,China,2019-02-10 13:00:00,,,false,['dalian'],true,Port Closure,Weather,['port_closure'],"Port of Dalian closes due to dense fog According to industry sources on October 2, the Port of Dalian has been closed since 06:30 local time on October 1 due to dense fog and low visibility in the port area.",port of dalian closes due to dense fog according to industry sources on october 2 the port of dalian has been closed since 06 30 local time on october 1 due to dense fog and low visibility in the port area
687,Ulsan - Workers at Hyundai Heavy Industries Co. held a four-hour strike today. Incident closed.,"Workers at Hyundai Heavy Industries Co. near the docks in Ulsan, held a four-hour strike that began at 1:00 PM local time on Thursday, October 18. Workers previously went on strike on Wednesday, October 17. The strike was called to protest a possible pay cut. This incident is closed.",Minor,Republic of Korea,2018-10-17 08:53:00,35.51714,129.43694,false,['ulsan'],true,Miscellaneous Strikes,Worker Strike,['labor_strike_disruption'],"Ulsan - Workers at Hyundai Heavy Industries Co. held a four-hour strike today. Incident closed. Workers at Hyundai Heavy Industries Co. near the docks in Ulsan, held a four-hour strike that began at 1:00 PM local time on Thursday, October 18. Workers previously went on strike on Wednesday, October 17. The strike was called to protest a possible pay cut. This incident is closed.",ulsan workers at hyundai heavy industries co held a four hour strike today incident closed workers at hyundai heavy industries co near the docks in ulsan held a four hour strike that began at 1 00 pm local time on thursday october 18 workers previously went on strike on wednesday october 17 the strike was called to protest a possible pay cut this incident is closed
3764,Malaysian authorities detain Singaporean vessel in Penang,Media sources indicate on January 6 that the Malaysian Maritime Enforcement Agency (MMEA) has detained Singapore-registered oil tanker Ocean Gull - owned by Singapore’s Ocean Tankers - along with twenty crew members off Penang on January 5. The MMEA is claiming that the tanker was found to have been anchored in Malaysian waters without notifying the Marine Department or through a third party agent as requested.,Moderate,Malaysia,2020-06-01 09:46:00,5.5639,100.1999,false,['penang'],true,Maritime Advisory,Administrative Issue,['maritime_security_navigation_disruption'],Malaysian authorities detain Singaporean vessel in Penang Media sources indicate on January 6 that the Malaysian Maritime Enforcement Agency (MMEA) has detained Singapore-registered oil tanker Ocean Gull - owned by Singapore’s Ocean Tankers - along with twenty crew members off Penang on January 5. The MMEA is claiming that the tanker was found to have been anchored in Malaysian waters without notifying the Marine Department or through a third party agent as requested.,malaysian authorities detain singaporean vessel in penang media sources indicate on january 6 that the malaysian maritime enforcement agency mmea has detained singapore registered oil tanker ocean gull owned by singapore's ocean tankers along with twenty crew members off penang on january 5 the mmea is claiming that the tanker was found to have been anchored in malaysian waters without notifying the marine department or through a third party agent as requested
896,UPDATE: Port workers call off strike at Port of Antwerp,"Media sources are reporting that pilots and lockkeepers have been staging a strike action at Port of Antwerp, Belgium, since early morning on September 18. According to updated reports, workers have called off a strike action planned for September 21. Industry sources indicated that dozens of cargo ships have been reportedly affected by the industrial action. Workers protest for salary increases and a new collective agreement. Port of Antwerp workers staged a 24 hours strike action on September 11.",Minor,Belgium,2018-09-18 16:19:00,,,false,['antwerp'],true,Port Strike,Worker Strike,['labor_strike_disruption'],"UPDATE: Port workers call off strike at Port of Antwerp Media sources are reporting that pilots and lockkeepers have been staging a strike action at Port of Antwerp, Belgium, since early morning on September 18. According to updated reports, workers have called off a strike action planned for September 21. Industry sources indicated that dozens of cargo ships have been reportedly affected by the industrial action. Workers protest for salary increases and a new collective agreement. Port of Antwerp workers staged a 24 hours strike action on September 11.",update port workers call off strike at port of antwerp media sources are reporting that pilots and lockkeepers have been staging a strike action at port of antwerp belgium since early morning on september 18 according to updated reports workers have called off a strike action planned for september 21 industry sources indicated that dozens of cargo ships have been reportedly affected by the industrial action workers protest for salary increases and a new collective agreement port of antwerp workers staged a 24 hours strike action on september 11
2769,UPDATE: Average waiting times for vessels remain at 12 hours at Port of Hong Kong on September 25,Shipping sources indicate on September 25 that waiting times for vessels calling at the Port of Hong Kong remained at 12 hours on average on September 25. No change is expected during the next 2 days.,Minor,Hong Kong,2019-09-23 10:24:00,,,false,['hong kong'],true,Port Congestion,Administrative Issue,['port_operational_disruption'],UPDATE: Average waiting times for vessels remain at 12 hours at Port of Hong Kong on September 25 Shipping sources indicate on September 25 that waiting times for vessels calling at the Port of Hong Kong remained at 12 hours on average on September 25. No change is expected during the next 2 days.,update average waiting times for vessels remain at 12 hours at port of hong kong on september 25 shipping sources indicate on september 25 that waiting times for vessels calling at the port of hong kong remained at 12 hours on average on september 25 no change is expected during the next 2 days
744,UPDATE - China: At least four people killed following Typhoon Mangkhut in Guangdong Province,"Chinese accounts have confirmed that at least four people have been killed following the arrival of Typhoon Mangkhut in Guangdong Province on Sunday evening into Monday. Three people were killed by falling trees in Guangzhou, while another person has died following the collapse of construction materials in Dongguan. According to the National Meteorological Centre, Mangkhut has entered Guangxi Zhuang Autonomous Region and has been downgraded to a Category One. Travellers are advised to track the progress of the storm and expect increased winds and heavy rain within the locations forecast to be impacted. Exercise caution when travelling in adverse weather conditions.",Severe,China,2018-09-17 10:30:00,23.1167,113.25,false,"['dongguan', 'guangzhou']",true,"Storm, Public Health Advisory",Weather,['weather_disruption'],"UPDATE - China: At least four people killed following Typhoon Mangkhut in Guangdong Province Chinese accounts have confirmed that at least four people have been killed following the arrival of Typhoon Mangkhut in Guangdong Province on Sunday evening into Monday. Three people were killed by falling trees in Guangzhou, while another person has died following the collapse of construction materials in Dongguan. According to the National Meteorological Centre, Mangkhut has entered Guangxi Zhuang Autonomous Region and has been downgraded to a Category One. Travellers are advised to track the progress of the storm and expect increased winds and heavy rain within the locations forecast to be impacted. Exercise caution when travelling in adverse weather conditions.",update china at least four people killed following typhoon mangkhut in guangdong province chinese accounts have confirmed that at least four people have been killed following the arrival of typhoon mangkhut in guangdong province on sunday evening into monday three people were killed by falling trees in guangzhou while another person has died following the collapse of construction materials in dongguan according to the national meteorological centre mangkhut has entered guangxi zhuang autonomous region and has been downgraded to a category one travellers are advised to track the progress of the storm and expect increased winds and heavy rain within the locations forecast to be impacted exercise caution when travelling in adverse weather conditions
5104,European countries impose travel bans to the UK amid surge in COVID-19 cases,"Media sources report that more European countries including Ireland, Germany, France, Italy, Belgium, and the Netherlands are imposing travel bans on the United Kingdom after the country sees a surge in COVID-19 cases in London and southeast England. The measures on the travel ban vary, however, France has suspended all travel links including freight lorries with the UK for 48 hours effectively from 00:01 local time on December 21. More discussions will be made in the EU meeting on December 21.",Moderate,United Kingdom,2020-12-21 01:43:00,51.514,-0.13229,false,['london'],true,"Regulatory Advisory, Aviation Advisory, Cargo Disruption, Ground Transportation Advisory",Administrative Issue,['port_operational_disruption'],"European countries impose travel bans to the UK amid surge in COVID-19 cases Media sources report that more European countries including Ireland, Germany, France, Italy, Belgium, and the Netherlands are imposing travel bans on the United Kingdom after the country sees a surge in COVID-19 cases in London and southeast England. The measures on the travel ban vary, however, France has suspended all travel links including freight lorries with the UK for 48 hours effectively from 00:01 local time on December 21. More discussions will be made in the EU meeting on December 21.",european countries impose travel bans to the uk amid surge in covid 19 cases media sources report that more european countries including ireland germany france italy belgium and the netherlands are imposing travel bans on the united kingdom after the country sees a surge in covid 19 cases in london and southeast england the measures on the travel ban vary however france has suspended all travel links including freight lorries with the uk for 48 hours effectively from 00 01 local time on december 21 more discussions will be made in the eu meeting on december 21
5009,Blizzard Warning in effect for portions of Northern Midwest due to weather conditions - UPDATE 2,"Local weather sources are detailing that a storm is causing thousands of power outages across the Northeast region on 25 December. Initial reports are indicating that wind gusts have reached more than 60 miles per hour (96 kilometers per hour) in some areas. The National Weather Service reported that 1-2 inches (2.5-5 centimeters) of rain had fallen across Connecticut, Rhode Island, and Massachusetts with additional rains on the way. Pennsylvania, New York, New Jersey, Connecticut, and Maine have approximately 147,407 customers without power. Downed power lines and trees are likely to cause road disruptions in the vicinity and energy crews are responding to attempt to restore power.",Moderate,United States,2020-12-23 16:30:00,44.31136,-96.79839,false,"['new york new jersey', 'new york', 'new jersey']",true,"Power Outage, Roadway Closure / Disruption, Severe Winds, Storm, Weather Advisory",Weather,['weather_disruption'],"Blizzard Warning in effect for portions of Northern Midwest due to weather conditions - UPDATE 2 Local weather sources are detailing that a storm is causing thousands of power outages across the Northeast region on 25 December. Initial reports are indicating that wind gusts have reached more than 60 miles per hour (96 kilometers per hour) in some areas. The National Weather Service reported that 1-2 inches (2.5-5 centimeters) of rain had fallen across Connecticut, Rhode Island, and Massachusetts with additional rains on the way. Pennsylvania, New York, New Jersey, Connecticut, and Maine have approximately 147,407 customers without power. Downed power lines and trees are likely to cause road disruptions in the vicinity and energy crews are responding to attempt to restore power.",blizzard warning in effect for portions of northern midwest due to weather conditions update 2 local weather sources are detailing that a storm is causing thousands of power outages across the northeast region on 25 december initial reports are indicating that wind gusts have reached more than 60 miles per hour 96 kilometers per hour in some areas the national weather service reported that 1 2 inches 2 5 5 centimeters of rain had fallen across connecticut rhode island and massachusetts with additional rains on the way pennsylvania new york new jersey connecticut and maine have approximately 147 407 customers without power downed power lines and trees are likely to cause road disruptions in the vicinity and energy crews are responding to attempt to restore power
