id,input_text,stage_a_predictions,stage_b_predictions,route_to_stage_c,accepted_predictions,stage_c_route_reason,stage_b_probabilities
4708,"UPDATE 2 - Waiting times still at 36 hours at Shanghai Hudong Container Terminal Shipping sources on January 9 report that vessels calling at the Shanghai Hudong Container Terminal continue to experience up to 36 hours in berthing times, which is expected to be reduced to 24 hours from January 11.","[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.107548, ""natural_disaster"": 0.004532, ""port_operational_disruption"": 0.954689, ""port_closure"": 0.151981, ""labor_strike_disruption"": 0.047208, ""maritime_security_navigation_disruption"": 0.121159}"
1203,"Bad weather and port closure causes vessel to omit Port of New Orleans Industry sources reported that the voyage of Hamburg Sud vessel, Sealand Washington 943 East has been delayed due to bad weather and port closure in Veracruz. For schedule recovery purposes, the vessel will omit Port of New Orleans, the United States to be on time at Port of Sines, Portugal on November 14.","[""port_operational_disruption"", ""port_closure""]","[""weather_disruption"", ""port_operational_disruption"", ""maritime_security_navigation_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.874714, ""natural_disaster"": 0.005035, ""port_operational_disruption"": 0.679738, ""port_closure"": 0.657921, ""labor_strike_disruption"": 0.023812, ""maritime_security_navigation_disruption"": 0.695278}"
2244,Singapore: Heavy rain warning issued due to thunderstorm activity The Met Service in Singapore has issued a heavy rain warning across Singapore on Thursday due to thunderstorm activity. Forecasts report that the adverse weather is imminent and severe winds are also possible. The Public Utilities Board has confirmed the increased possibility of flash flooding across Singapore.,"[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.9826, ""natural_disaster"": 0.232176, ""port_operational_disruption"": 0.03105, ""port_closure"": 0.037527, ""labor_strike_disruption"": 0.011235, ""maritime_security_navigation_disruption"": 0.032502}"
2925,"UPDATE: Trucker demonstrations anticipated to gradually wind down nation-wide Updated media sources indicated on September 5 that trucker demonstrations are anticipated to start ceasing after the largest demonstration has been dispersed at around 11:00 local time from the Presidente Dutra Highway after protest demonstrations disrupted traffic operations on some sections of the highway in Rio de Janeiro. Roads were closed - particularly in the Barra Mansa stretch - as protestors created barricades and fires with online sources stating that trucks were also vandalized as well through stoning. Online sources indicated that machetes were even used to cut a truck hose, but the person responsible has since been referred to the Barra Mansa police station. Earlier reports on September 4 indicated that truckers were blocking the Presidente Dutra highway - also formally known as the Rodovia Presidente Dutra (BR-116 or SP-060 in the state of Sao Paulo) - as of September 4 to protest a minimum freight table ruling by the Supreme Federal Tribunal. Trucking figures in Santos discount the possibility of a strike, and trucking union leaders dispute whether to embrace or reject overtures by the Bolsonaro administration, with the largest demonstrations as of reporting being in the Curitiba and Sao Jose dos Pinhais metropolitan areas of Parana. Those shipping by truck in Brazil in the coming days or weeks should anticipate traffic disruptions due to industrial action and should plan accordingly.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.021613, ""natural_disaster"": 0.0467, ""port_operational_disruption"": 0.068436, ""port_closure"": 0.007881, ""labor_strike_disruption"": 0.988254, ""maritime_security_navigation_disruption"": 0.135317}"
1208,"Bad weather causes disruption at Port of Sydney According to sources on March 15, severe winds and heavy rainfall have disrupted operations at the Port of Sydney. Delays in cargo loading and unloading can be expected in the coming hours.","[""weather_disruption"", ""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",False,"[""weather_disruption"", ""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.98392, ""natural_disaster"": 0.011135, ""port_operational_disruption"": 0.874995, ""port_closure"": 0.527288, ""labor_strike_disruption"": 0.034091, ""maritime_security_navigation_disruption"": 0.047397}"
5532,"Three Attempted Acts of Piracy in Singapore Strait Overnight Sunday into Monday Amid Slight Uptick Beginning at around 11:00 PM local time on Sunday, there were three attempted acts of piracy in the Singapore Strait in a roughly two-and-a-half-hour period. Each of the situations took place off the Indonesian coast and all three involved ships in the eastbound lane of the Strait’s Traffic Separation Scheme (TSS). The first and third occurred near Nongsa Point, and the second happened off of Pulau Nongsa. Nothing was successfully stolen during any of the attempts, and there were no injuries.



Assessment: According to the Regional Cooperation Agreement on Combating Piracy and Armed Robbery Against Ships in Asia (ReCAAP), there has been a slight uptick in recent reports of piracy in the Singapore Strait, with October’s six total incidents being the highest monthly number for the year thus far. No injuries have been reported in any of the October incidents, and suspects successfully stole minor items in only one of the attacks. There have been a total of 28 piracy attempts reported in the Strait so far in 2020, compared to 31 for the entirety of 2019. Of this year’s attacks, 24 have taken place against ships traveling in the eastbound lanes of the TSS. Given the short timeframe that the Sunday night attempts occurred in, they were likely carried out by a single group of suspects. Although there were no injuries, the crew of one of the ships was unsure of whether all of the suspects had departed, and the ship was forced to divert to Batam, Indonesia, where it was searched by Indonesian naval personnel. Such diversions could cause significant disruptions for shipping even when there are no injuries and nothing is successfully stolen. As no arrests were made in any of Sunday night’s attempts, ReCAAP has warned that the same suspects may possibly try to attack additional ships. The organization advises ships in the region to take precautions and to report any incidents of piracy to the nearest government.","[""maritime_security_navigation_disruption""]","[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.013214, ""natural_disaster"": 0.046118, ""port_operational_disruption"": 0.173271, ""port_closure"": 0.006087, ""labor_strike_disruption"": 0.157469, ""maritime_security_navigation_disruption"": 0.959644}"
4991,Average waiting times for vessels at Port Klang decrease to 50 hours - UPDATE 8 Updated industry sources report on January 19 that waiting times for vessels at Port Klang have decreased from 90 hours to 50 hours on average. Normal schedule recovery is expected by Week 4.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.029176, ""natural_disaster"": 0.004896, ""port_operational_disruption"": 0.962093, ""port_closure"": 0.045502, ""labor_strike_disruption"": 0.059996, ""maritime_security_navigation_disruption"": 0.189309}"
3343,Congestion leads to hold-back at Pier 2 of Port of Durban Local media sources indicate on January 23 that Pier 2 of the Port of Durban is congested to the point where a hold-back has been ordered until 06:00 local time on January 24. Those shipping at Pier 2 of the Port of Durban should be mindful of this delay and its anticipated effects and should plan accordingly.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.332253, ""natural_disaster"": 0.01352, ""port_operational_disruption"": 0.980412, ""port_closure"": 0.131804, ""labor_strike_disruption"": 0.044453, ""maritime_security_navigation_disruption"": 0.069334}"
30,"91 miles SE of Taipei - A magnitude 5.7 earthquake struck in the Philippine Sea. Incident closed. The United States Geological Survey (USGS) reported a magnitude 5.7 earthquake that struck in the Philippine Sea, approximately 91 miles southeast of Taipei, Taiwan. There were no reports of associated injuries or structural damage. The earthquake, which was originally recorded with a magnitude of 6.0, occurred at a depth of approximately 21 miles. This incident is closed.","[""natural_disaster""]","[""natural_disaster""]",False,"[""natural_disaster""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.17002, ""natural_disaster"": 0.987742, ""port_operational_disruption"": 0.018022, ""port_closure"": 0.028068, ""labor_strike_disruption"": 0.018275, ""maritime_security_navigation_disruption"": 0.204193}"
5732,"Virginia - Governor Northam declared a state of emergency on Dec. 15 in anticipation of the storm. Event closed. - UPDATE 1 Multiple sources are reporting that Governor Northam declared a state of emergency on December 15 in anticipation of the incoming winter storm due to impact Virginia. This order activates the Virginia Emergency Operations Center and the Virginia Emergency Support Team, as directed by the State Coordinator of Emergency Management. 

The declaration allows the state government to activate related executive powers and safeguards, including around pricing of goods and waiving procurement processes. The public have been asked to avoid travelling unless strictly necessary. Expect related disruptions. Event closed.",[],"[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.915059, ""natural_disaster"": 0.048393, ""port_operational_disruption"": 0.02749, ""port_closure"": 0.061181, ""labor_strike_disruption"": 0.084816, ""maritime_security_navigation_disruption"": 0.317657}"
3924,Port congestion at Port of Tanjung Pelepas delays vessel departures by 16 hours on average Shipping sources indicate on May 25 that vessels calling at the Port of Tanjung Pelepas have on average been delayed 15 hours upon arrival and 16 hours on departure last week.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.088827, ""natural_disaster"": 0.004956, ""port_operational_disruption"": 0.952227, ""port_closure"": 0.093557, ""labor_strike_disruption"": 0.056233, ""maritime_security_navigation_disruption"": 0.08838}"
1076,"A7, A10 and A26 congestion leads to delays at Port of Genoa Industry sources indicated on December 20 that congestion on the A7, A10 and A26 highways in the vicinity of the Port of Genoa will lead to considerable pickup delays at the port, exacerbated by the mandatory weekly 45-hour rest period. Those shipping by ground at the Port of Genoa should anticipate an additional 45 hours of delays and should plan accordingly.","[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.094249, ""natural_disaster"": 0.032972, ""port_operational_disruption"": 0.94099, ""port_closure"": 0.050142, ""labor_strike_disruption"": 0.259477, ""maritime_security_navigation_disruption"": 0.064505}"
2612,"UPDATE - Spain: Taxi drivers reportedly continue indefinite strike in central Barcelona Taxi drivers in central Barcelona are again striking on Saturday, 19 January, blocking Gran Via. Participants are conducting the indefinite stoppage to denounce a government regulation regarding ride-sharing firms. At the time of reporting, the action appears to be peaceful, although some localised disruption is to be expected. Travellers are advised to bypass the immediate locale to mitigate against any disruption. Note that hiring a taxi may be problematic during the strike, which may increase demand for alternative transport means.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.008299, ""natural_disaster"": 0.084572, ""port_operational_disruption"": 0.124041, ""port_closure"": 0.021538, ""labor_strike_disruption"": 0.994766, ""maritime_security_navigation_disruption"": 0.024971}"
4432,"UPDATE 1 - Dockworkers plan nationwide port strike for 4 hours on February 13; details announced for Port of Le Havre Shipping sources on February 11 report that dockworkers with the FNPD – CGT union plan to stage a 4-hour strike across French ports on February 13. At the Port of Le Have, strikes will take place from 11.00 to 15.00 (local time) on February 13.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.004099, ""natural_disaster"": 0.008048, ""port_operational_disruption"": 0.464684, ""port_closure"": 0.039336, ""labor_strike_disruption"": 0.987246, ""maritime_security_navigation_disruption"": 0.144377}"
2205,"Severe winds disrupt operations at Port of London Shipping sources on March 10 indicated that severe winds have impeded operations at container terminals in the Port of London, including DP World London Gateway since March 10. Disruption was expected to persist until the early morning of March 11.","[""weather_disruption"", ""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.955292, ""natural_disaster"": 0.004563, ""port_operational_disruption"": 0.891857, ""port_closure"": 0.759745, ""labor_strike_disruption"": 0.099583, ""maritime_security_navigation_disruption"": 0.07155}"
629,"Student demonstration reported in center of Le Havre French media sources report on December 13 that students are staging a demonstration in the city center of Le Havre, France, near the Lycee Porte Oceane. Other demonstrations allegedly occur near the Lycee Fracoise de Grace, the Lycee Francois 1er and the Lycee Jules Siegfried. Police forces are reportedly on site and advise to avoid the area as traffic is heavily disrupted. Customers with an interest in the area should expect ad-hoc disruptions to occur throughout the day.",[],"[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.033376, ""natural_disaster"": 0.052868, ""port_operational_disruption"": 0.186197, ""port_closure"": 0.018304, ""labor_strike_disruption"": 0.946696, ""maritime_security_navigation_disruption"": 0.111343}"
910,"UPDATE: Sydney and Melbourne port terminals will partially shut down on Oct 23 Updated media sources report on October 22 that both Ports at Sydney and Melbourne will partially shut down on October 23 due to work stoppages by union members to protest over the changing of industrial relations laws. From 09:30 to 14:00 (local time) work stoppages can be expected at port terminals of Sydney and Melbourne. According to sources, around 150,000 members are likely to attend a rally at Melbourne to demand for an increased in minimum wages and other workers’ rights. Reports also suggested that stevedore will suspend its operations at Port Botany for eight hours for maintenance works while the strike occurs. Customers with interests to the aforementioned ports can anticipate minimal to moderate disruptions to cargo export and import.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.110104, ""natural_disaster"": 0.002926, ""port_operational_disruption"": 0.454386, ""port_closure"": 0.678953, ""labor_strike_disruption"": 0.888888, ""maritime_security_navigation_disruption"": 0.127099}"
5049,CMA CGM applies congestion surcharge at Port of Southampton Shipping sources indicate on October 21 that CMA CGM will apply a congestion surcharge of USD 150 per TEU container for shipments from Asian ports to Southampton from November 1. This is reportedly due to higher operational costs due to congestion.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.03137, ""natural_disaster"": 0.007621, ""port_operational_disruption"": 0.732941, ""port_closure"": 0.016067, ""labor_strike_disruption"": 0.181178, ""maritime_security_navigation_disruption"": 0.428911}"
5606,"UPDATE 1 - In Colón, Buenos Aires province, 200 lorry drivers protested by preventing the In Colón, Buenos Aires province, 200 lorry drivers protested by preventing the loading of grain from the Cargill company into an NCA train; after four days of camping and protesting, they agreed with the company that the cargo would be transported by lorries to the port.",[],"[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.010031, ""natural_disaster"": 0.021972, ""port_operational_disruption"": 0.138951, ""port_closure"": 0.00875, ""labor_strike_disruption"": 0.991455, ""maritime_security_navigation_disruption"": 0.139963}"
3472,"False security alarm reported at Kwai Chung Container Terminal A false security alarm in Kwai Chung Container Terminal in Hong Kong on the early morning of January 10 caused panic among the public. The alarm prompted berthed container ship, OOCL HAMBURG to be surrounded by water police boats both on the pier and from the seaside. The ship was sealed by security forces for about three hours. After inspection and confirmation of a false signal, a security emergency was called off.",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.166302, ""natural_disaster"": 0.027028, ""port_operational_disruption"": 0.12556, ""port_closure"": 0.116009, ""labor_strike_disruption"": 0.131486, ""maritime_security_navigation_disruption"": 0.821058}"
2378,"Sydney - Ferry workers held a two-hour strike on the morning of Wednesday, March 6. Incident closed. Reports indicated ferry workers held a two-hour strike from 8:00 AM to 10:00 AM local time on Wednesday, March 6, in the Sydney area. Manly Fast Ferry and My Fast Ferry workers participated in the strike. The strike was reportedly called by the Construction, Forestry, Maritime, Mining, and Energy Union (CFMMEU) over a pay dispute. This incident is closed.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.027839, ""natural_disaster"": 0.009202, ""port_operational_disruption"": 0.150396, ""port_closure"": 0.01546, ""labor_strike_disruption"": 0.992792, ""maritime_security_navigation_disruption"": 0.033102}"
427,"Operations resumed at Container Terminal 1, Port of Durban Industry sources indicated that the container terminal at Pier 1 at the Port of Durban has resumed operations for both landside and waterside operations at 06:00 (local time) on October 12. Operations were temporarily halted and transporters were requested to re-direct trucks to other terminals due to severe winds on the previous day.","[""weather_disruption"", ""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",False,"[""weather_disruption"", ""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.673058, ""natural_disaster"": 0.005609, ""port_operational_disruption"": 0.920278, ""port_closure"": 0.718394, ""labor_strike_disruption"": 0.083331, ""maritime_security_navigation_disruption"": 0.291883}"
3580,"Hapag-Lloyd blanks AL1 week 33 service due to low demand Media sources indicate on July 8 that Hapag-Lloyd suspended its AL1 week 33 service as demand remains at very low levels amid the COVID-19 pandemic. As a result, the following ports of call may be affected:
Westbound: Hamburg > Rotterdam > Antwerp > London Gateway > Halifax > New York > Philadelphia > Norfolk
Eastbound: Norfolk > Philadelphia> New York > Halifax> London Gateway > Antwerp > Hamburg > Rotterdam",[],"[""maritime_security_navigation_disruption""]",False,"[""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.113901, ""natural_disaster"": 0.011596, ""port_operational_disruption"": 0.209499, ""port_closure"": 0.120608, ""labor_strike_disruption"": 0.086986, ""maritime_security_navigation_disruption"": 0.924537}"
2714,"UPDATE 4: Thousands continue to protest against Duque and Cali curfew amid nationwide strike Updated media sources that thousands of protesters marched in Colombia’s main cities in protest against President Ivan Duque following a day that ended in roadblocks and vandalism that forced the decree of a curfew int he city of Cali. The protest has not affected key sectors of the economy such as oil and coal production, although transport routes have been reduced considerably according to the government. Previous media sources indicated on November 21 that the nationwide general strike began in Colombia. The demonstration was initially organized by university students but has grown to several groups to denounce the economic and social policies of President Ivan Duque. Massive demonstrations were reported in Bogota, Barranquilla, Cartagena, Medellin, and Cali where people are marching towards city centers. In Bogota, marches started in the financial district in the direction of the Plaza de Bolivar. Police clashed with protesters as they blocked Suba Avenue. In Barranquilla, protesters divided into three marches starting in Esthercita Forero Park, Autonomous University, and the Rincon Latino neighborhood all heading towards Paseo Bolivar (the city center). In Cartagena, protesters marched on the Pedro de Heredia Avenue and congregating in the historic city center. Workers and students are protesting against a slew of economic reforms that the president has implemented including eliminating the state pension fund, increasing the retirement age, and hiring young people with salaries below the minimum wage. Social organizations are demanding a greater commitment from the government to implement the peace agreement with the FARC.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.00852, ""natural_disaster"": 0.191267, ""port_operational_disruption"": 0.024045, ""port_closure"": 0.006134, ""labor_strike_disruption"": 0.996587, ""maritime_security_navigation_disruption"": 0.029548}"
3201,Average waiting time around 1 to 1.5 days at Port of Busan Industry sources reported that the average waiting time at the Port of Busan is around 1 to 1.5 days.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.081595, ""natural_disaster"": 0.004946, ""port_operational_disruption"": 0.972378, ""port_closure"": 0.049529, ""labor_strike_disruption"": 0.041357, ""maritime_security_navigation_disruption"": 0.046102}"
3426,"Demonstration scheduled to take place 19 February in Santos, Sao Paulo State Sources indicate that a union of transportation workers has organized a strike on 19 February in Santos. This is due to their demand for a minimum freight price and a reduction in fuel prices. Roadblocks of major roadways and highways are scheduled throughout the city from 06:00 and 18:00 local time.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.006305, ""natural_disaster"": 0.032593, ""port_operational_disruption"": 0.07555, ""port_closure"": 0.00814, ""labor_strike_disruption"": 0.998783, ""maritime_security_navigation_disruption"": 0.023849}"
229,"Eastern South Carolina   Majority of flood impacts have dissipated. Incident closed. The majority of flood impacts in Eastern South Carolina have diminished following the passage of Hurricanes Florence and Michael. Nine Florence-related deaths were reported in South Carolina, 43 in North Carolina, and two in Virginia. According to some estimates on property damage, total flood losses in South Carolina are at least $5.5 billion, while uninsured flood losses are estimated to be at least $3.5 billion.

The Pee Dee River at Cheraw has fallen to minor flood stage. All other rivers in the area have previously fallen below flood stage. Customers are advised to continue using caution in the area and follow directions from local authorities. This incident is closed.",[],"[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.942168, ""natural_disaster"": 0.130272, ""port_operational_disruption"": 0.0882, ""port_closure"": 0.012412, ""labor_strike_disruption"": 0.027968, ""maritime_security_navigation_disruption"": 0.151478}"
4273,The Civil Protection Centre ordered for the closure of four land borders The Civil Protection Centre ordered for the closure of four land borders between Macao SAR and the neighbouring Zhuhai city due to Typhoon Higos.,"[""weather_disruption""]","[""weather_disruption"", ""maritime_security_navigation_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.686275, ""natural_disaster"": 0.268464, ""port_operational_disruption"": 0.009245, ""port_closure"": 0.271568, ""labor_strike_disruption"": 0.031379, ""maritime_security_navigation_disruption"": 0.706019}"
4320,"Transnet tightens rules for waiting trucks at Port of Durban On June 9, industry sources report that port operator Transnet has decided to tighten rules for trucks waiting to be processed in and around the Port of Durban, South Africa, after the parked trucks continued to disrupt operations at the port. If a driver is caught sleeping in his truck along Langeberg Road, Seafarers Road or inside the terminals, the truck will be deregistered and will have to follow the re-registration process before being processed.","[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.089756, ""natural_disaster"": 0.004608, ""port_operational_disruption"": 0.935957, ""port_closure"": 0.0557, ""labor_strike_disruption"": 0.236773, ""maritime_security_navigation_disruption"": 0.206622}"
4000,"Port of Shanghai may be closed due to low visibility between July 5 to July 6 Shipping sources report on July 3 that low visibility in the port area may result in a temporary port closure at the Port of Shanghai, China, during the night of July 5.","[""port_closure""]","[""weather_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.899847, ""natural_disaster"": 0.006964, ""port_operational_disruption"": 0.515365, ""port_closure"": 0.97069, ""labor_strike_disruption"": 0.015293, ""maritime_security_navigation_disruption"": 0.309793}"
4009,Port of Yantian closed due to dense fog on March 13 Shipping sources report on March 13 that pilotage services have been suspended since March 13 due to dense fog at the Port of Yantian. Customers should anticipate delays.,[],"[""weather_disruption"", ""port_closure""]",False,"[""weather_disruption"", ""port_closure""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.934617, ""natural_disaster"": 0.009737, ""port_operational_disruption"": 0.331193, ""port_closure"": 0.951894, ""labor_strike_disruption"": 0.039903, ""maritime_security_navigation_disruption"": 0.198796}"
782,"UPDATE - United Kingdom: RMT Union announces 24-hour strike on the London Underground Piccadilly Line on 7 November The National Union of Rail, Maritime and Transport Workers (RMT) have announced 24 hour strike action on the Piccadilly Line on 7 November, the same day as strike action on the Central Line. The industrial action has been called due to a breakdown of industrial relations and the failure of the management to address the issues. Travellers are advised to plan journeys accordingly during the strike period, taking into account the demand for alternative modes of transport.","[""labor_strike_disruption""]","[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.002907, ""natural_disaster"": 0.045257, ""port_operational_disruption"": 0.067176, ""port_closure"": 0.004308, ""labor_strike_disruption"": 0.993845, ""maritime_security_navigation_disruption"": 0.128833}"
2742,UPDATE: Average waiting remains at 0.5 day at Port of Shanghai Sources on January 17 indicate that the dwelling time at the Port of Shanghai remains to be 0.5 day. The situation will remain the same for the next 2-days and the dwelling time may increase to 1 day afterwards.,"[""port_operational_disruption""]","[""port_operational_disruption""]",False,"[""port_operational_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.190338, ""natural_disaster"": 0.008572, ""port_operational_disruption"": 0.93575, ""port_closure"": 0.193323, ""labor_strike_disruption"": 0.02994, ""maritime_security_navigation_disruption"": 0.030183}"
3610,"Hapag-Lloyd reduces DEX service frequency to biweekly from week 24SB Sources indicate that the shipping company Hapag-Lloyd has announced that it will reduce the frequency of its Dakar Express (DEX) service to biweekly due to reduced demand associated with the COVID-19 coronavirus pandemic. Service schedules will be affected with the first void sailing on week 24 southbound / week 27 northbound and proceed biweekly after. The duration of the service reduction is no known. The following ports of call are understood to be affected: 

Antwerp > Dunkirk > Leixoes > Lisbon > Tangier > Nouakchott > Dakar.",[],"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]",False,"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.113433, ""natural_disaster"": 0.008494, ""port_operational_disruption"": 0.593081, ""port_closure"": 0.099582, ""labor_strike_disruption"": 0.047919, ""maritime_security_navigation_disruption"": 0.813263}"
2021,Pont de Normandie restrictions lifted following high winds French sources report on March 15 that the temporary driving ban on the Pont de Normandie for empty trucks has been lifted following high winds earlier this week. Traffic was restricted in both directions. The Viaduc du Grand Canal in Le Havre was also impacted by the restrictions.,"[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.850023, ""natural_disaster"": 0.01967, ""port_operational_disruption"": 0.300976, ""port_closure"": 0.204971, ""labor_strike_disruption"": 0.266316, ""maritime_security_navigation_disruption"": 0.199308}"
2533,"UPDATE - Australia: Further details released regarding climate change demonstrations in multiple cities on 20 September As part of a global climate change day, protests have been planned in multiple cities across Australia on Friday 20 September. Over 80 demonstration events have been scheduled nationwide, with the largest attendances reported in Adelaide (Victoria Square, from 12:00 local time), Brisbane (Queens Gardens, 13:00), Cairns (Cairns Esplanade, 09:00), Byron Bay (Byron Recreation Grounds, 10:00), Canberra (Glebe Park, 12:00), Darwin (Parliament House, 13:00), Geelong (Geelong City Hall, 10:00), Gold Coast (Victoria Park Broadbeach, 12:00), Hobart (Parliament Lawns, 12:00), Launceston (Civic Square, 12:00), Melbourne (Treasury Gardens, 14:00), Newcastle (Civic Park, 12:00), Perth (Forrest Place, 11:00), Sydney (The Domain, 12:00) and Wollongong (Arts Precinct, 12:00). Unrest is unlikely, however cannot be discounted. Disruption is anticipated in the immediate areas of each protest during the event.",[],"[""labor_strike_disruption""]",False,"[""labor_strike_disruption""]",stage_a_empty_stage_b_confident,"{""weather_disruption"": 0.165814, ""natural_disaster"": 0.022465, ""port_operational_disruption"": 0.077053, ""port_closure"": 0.003834, ""labor_strike_disruption"": 0.978089, ""maritime_security_navigation_disruption"": 0.019398}"
2874,"UPDATE: Port of Fuzhou faces intermittent disruption Shipping sources on April 26 report that Port of Fuzhou was briefly closed due to dense fog on April 25 from 05:10 (local time) to 12:30. As a result, an average waiting time for vessels to berth is likely to be around 12-hours or more. Moreover, there is a high risk of pilot suspension from the evening of April 25 to the next day morning due to bad weather.","[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption""]",True,[],predictions_disagree,"{""weather_disruption"": 0.812493, ""natural_disaster"": 0.005637, ""port_operational_disruption"": 0.851433, ""port_closure"": 0.683497, ""labor_strike_disruption"": 0.019665, ""maritime_security_navigation_disruption"": 0.089634}"
2199,Severe wind warning in effect for coastal areas of Pomeranian Voivodeship Polish meteorologists have issued a severe wind warning for coastal areas of Pomeranian Voivodeship until 22:00 local time on Monday 30 December. Gusts exceeding 75 kilometres per hour are possible in Gdansk and other locations. There could be disruption to ferry services and damage to coastal properties.,"[""weather_disruption""]","[""weather_disruption""]",False,"[""weather_disruption""]",stage_a_stage_b_agree,"{""weather_disruption"": 0.987117, ""natural_disaster"": 0.044337, ""port_operational_disruption"": 0.132228, ""port_closure"": 0.163789, ""labor_strike_disruption"": 0.013157, ""maritime_security_navigation_disruption"": 0.07016}"
4962,"Alexandria port resumes operations following inclement weather conditions - UPDATE 1 Updated sources indicate on December 17 that the Alexandria port has resumed normal operations and is open for vessel movement. According to sources, the harbor was previously closed for vessel movement, on December 15 due to heavy rain in the area.","[""weather_disruption""]","[""weather_disruption"", ""port_closure""]",True,[],predictions_disagree,"{""weather_disruption"": 0.986331, ""natural_disaster"": 0.009059, ""port_operational_disruption"": 0.540475, ""port_closure"": 0.926316, ""labor_strike_disruption"": 0.016724, ""maritime_security_navigation_disruption"": 0.272752}"
