dataset_split,row_index,id,inspected_risk,error_type,selection,Headline,Details,Category,Summarized_label,maritime_label,true_risks,stage_a_predictions,risk_score,matched_strong_evidence,matched_supporting_evidence,applied_context_bonuses,prediction_explanation
final_test,162,5288,maritime_security_navigation_disruption,false_negative,complete,North Channel reopens at Port of Shanghai following collision - UPDATE 2,"Updated media sources indicate on December 15 that following a collision between container ships and the related closure of the north channel, the access channel to the Port of Shanghai (Waigaoqiao terminal) has been reopened at 11:00 local time on December 14. However, only vessels with approval from the MSA can berth and unberth at the terminal. Delays should continue to be expected.","Port Disruption, Waterway Closure / Disruption",Accident,True,"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]","[""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""channel""]}",rejected: no rule evidence
final_test,163,446,weather_disruption,false_negative,complete,Philippines: Magnitude 7.2 earthquake recorded 215 km southeast of Davao,"The United States Geological Survey (USGS) has confirmed that a magnitude 7.2 earthquake has occurred 215 km southeast of Davao, today (29 December). The earthquake was recorded at a depth of 50 km. A tsunami threat has been issued for the Philippines within areas 300 km from the epicenter. It is unclear if structural damage or injuries has occurred. Clients are advised to follow instructions given by authorities if encountered. Monitor local media and prepare for potential aftershocks.","Earthquake, Weather Advisory",Weather,False,"[""weather_disruption"", ""natural_disaster""]","[""natural_disaster""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
final_test,166,5307,port_operational_disruption,false_positive,complete,Operations resume at DP World Southampton terminal following fog-related closure,Shipping sources on November 30 report that landside operations have resumed following a service suspension between 03:00 and 07:30 local time due to dense fog at the terminal. Shipside operations have reportedly restarted at 10:00 local time. VBS bookings were said to be released gradually back into the system once trucks waiting on site will have been serviced.,Port Closure,Weather,True,"[""port_closure""]","[""port_operational_disruption"", ""port_closure""]",4,"[{""rule_id"": ""operations_disrupted"", ""label"": ""operations disrupted/resumed"", ""match"": ""operations resume"", ""weight"": 3, ""span"": [0, 17]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""terminal""]}",predicted: score 4 >= 4 with required context satisfied
final_test,167,1390,maritime_security_navigation_disruption,false_negative,complete,Congestion leads to Tokyo port omission,"Industry sources reported on January 17 that due to port congestion at Tokyo, Japan and for Schedule recovery purposes, the Tokyo call (ETA January 18, 2019) by MV “MSC NATASHA” FA849R/FA903A will be omitted. Import cargoes will be discharged at Pusan, South Korea for further connection.","Port Congestion,Maritime Advisory",Administrative Issue,False,"[""port_operational_disruption"", ""maritime_security_navigation_disruption""]","[""port_operational_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,168,3020,labor_strike_disruption,false_negative,complete,Vancouver Public Schools - Classes continue today; strike was called off. Incident closed.,"Sources report that the Vancouver Association of Educational Support Professionals strike has been called off and classes resume Friday morning on January 25 for the Vancouver Public Schools district. The strike was composed of Paraeducators, secretaries, aquatic coordinators, and technical support staff associated with the Vancouver Association of Educational Support Professionals. The labor action was originally planned to urge for increases in wages. This incident is closed.",Miscellaneous Strikes,Worker Strike,False,"[""labor_strike_disruption""]",[],3,"[{""rule_id"": ""strike"", ""label"": ""strike action"", ""match"": ""strike"", ""weight"": 3, ""span"": [48, 54]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: evidence found but required context missing
final_test,170,2821,natural_disaster,false_negative,complete,UPDATE: Heavy rainfall and flood warnings remain in effect across Kanto region,"Updated media sources indicate on October 16 that rescue operations are ongoing as evacuation advisories remain in effect for Saitama, Tochigi, Nagano, Niigata, Hyogo, Wakayama, Fukushima, Miyagi prefectures in Honshu and Hokkaido region. Typhoon Hagibis killed at least 74 people while more than 200 people were injured. An estimated 5 million people, which include over 70,000 in Tokyo, were evacuated. Heavy rainfall and flood warnings remain in place for Nagano, Ibaraki, Saitama, and Tochigi prefectures of Kanto region. The latest reports suggested that about 52 rivers had flooded over in the eastern half of Honshu.","Typhoon,Landslide,Flooding",Weather,False,"[""weather_disruption"", ""natural_disaster""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
final_test,171,2399,port_operational_disruption,false_negative,complete,Technical issue reported at TNMSC terminal in Le Havre,"Shipping sources report that a technical issue has been impacted container movements in and out of the TNMSC terminal in the Port of Le Havre since 15:00 local time. Due to a strike action planned for March 19 by dockworkers at the port, export shipments may be delayed for several days due to missed cut-off times for departures today and import shipments may not be able to be picked up today.",Port Disruption,Worker Strike,True,"[""port_operational_disruption""]","[""labor_strike_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""terminal""]}",rejected: no rule evidence
final_test,171,2399,labor_strike_disruption,false_positive,complete,Technical issue reported at TNMSC terminal in Le Havre,"Shipping sources report that a technical issue has been impacted container movements in and out of the TNMSC terminal in the Port of Le Havre since 15:00 local time. Due to a strike action planned for March 19 by dockworkers at the port, export shipments may be delayed for several days due to missed cut-off times for departures today and import shipments may not be able to be picked up today.",Port Disruption,Worker Strike,True,"[""port_operational_disruption""]","[""labor_strike_disruption""]",5,"[{""rule_id"": ""strike"", ""label"": ""strike action"", ""match"": ""strike"", ""weight"": 3, ""span"": [229, 235]}]","[{""rule_id"": ""labor_group"", ""label"": ""workers/union/seamen/tugboat workers"", ""match"": ""dockworkers"", ""weight"": 1, ""span"": [267, 278]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""shipping""]}",predicted: score 5 >= 4 with required context satisfied
final_test,172,4197,weather_disruption,false_positive,complete,Strong winds likely to affect operations at Port of Tianjin on Feb 4-5,"On January 31, local sources indicate that strong winds are likely to affect operations at Port of Tianjin on February 4 afternoon to the next morning. There is a medium risk of the port to be closed due to adverse weather.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",7,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [0, 12]}, {""rule_id"": ""severe_weather"", ""label"": ""severe/bad weather"", ""match"": ""adverse weather"", ""weight"": 3, ""span"": [276, 291]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [120, 125]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 7 >= 3 with required context satisfied
final_test,172,4197,port_operational_disruption,false_negative,complete,Strong winds likely to affect operations at Port of Tianjin on Feb 4-5,"On January 31, local sources indicate that strong winds are likely to affect operations at Port of Tianjin on February 4 afternoon to the next morning. There is a medium risk of the port to be closed due to adverse weather.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,172,4197,port_closure,false_positive,complete,Strong winds likely to affect operations at Port of Tianjin on Feb 4-5,"On January 31, local sources indicate that strong winds are likely to affect operations at Port of Tianjin on February 4 afternoon to the next morning. There is a medium risk of the port to be closed due to adverse weather.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""port to be closed"", ""weight"": 3, ""span"": [251, 268]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
final_test,173,3744,maritime_security_navigation_disruption,false_negative,complete,Maersk blanks PKX service 205N/205O from June 16 due to COVID-19,"Sources indicate that as a result of low demand associated with the COVID-19 coronavirus pandemic, shipping company Maersk has blanked its PKX service 205N/205O. The following ports of call are understood to be affected: 

Qingdao (June 16) > Shanghai (+3) > Ningbo (+5) > Shekou (+8) > Mundra > Karachi > Port Qasim. 

Dates for 205O service affected are not known.",Maritime Advisory,Administrative Issue,True,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""shipping""]}",rejected: no rule evidence
final_test,177,2107,port_operational_disruption,false_negative,complete,Port operations slower than usual due to heightened security,Local sources report on April 26 that port operations have significantly slowed down at the Port of Colombo due to heightened security measures following recent security events in the country. Customers should be mindful of potential delays and backlogs for import or export shipments in the coming weeks.,Port Disruption,Administrative Issue,False,"[""port_operational_disruption""]",[],2,[],"[{""rule_id"": ""delay"", ""label"": ""delay"", ""match"": ""delays"", ""weight"": 1, ""span"": [294, 300]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: score 2 < 4
final_test,181,5473,weather_disruption,false_positive,complete,Strong winds may disrupt operations at the Port of Nagoya on October 10,"Shipping sources report on October 8 that strong winds are forecast at the Port of Nagoya, Japan, that could cause the port to shut down from the morning to the evening of October 10.",Port Closure,Weather,False,"[""port_closure""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [0, 12]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [121, 126]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
final_test,182,5712,natural_disaster,false_positive,complete,US Embassy Issued an Alert on Typhoon Molave and General Typhoon Season Preparations,"On Monday, the US Embassy in Hanoi issued the following alert:



“Location:   Central Mainland Provinces



Event: Typhoon Molave and Storm Season Preparedness in Vietnam



The U.S. Embassy in Hanoi and Consulate General in Ho Chi Minh City alert U.S. citizens to Typhone Molave, which is expected to make landfall on Wednesday, October 28th between Da Nang and Phu Yen before weakening into a tropical depression.  The storm is expected to pack 90 mile per hour winds and could trigger prolonged flooding and extreme rainfall.  Recent storms in Vietnam have resulted in widespread flooding, landslides, and loss of life in the central region.



The typhoon season in Vietnam runs from approximately June 1 through the end of November, while the tropical cyclone season typically runs from November 1 to April 30.  If you are a U.S. Citizen traveling or residing in Vietnam, you may enroll in the Smart Traveler Enrollment Program (STEP) (https://step.state.gov/step/) to receive safety messages and other travel information.  During the approach of a typhoon you should monitor the U.S. Joint Typhoon Warning Center (https://www.metoc.navy.mil/jtwc/jtwc.html) and the Vietnam National Center for Hydro-Meteorological Forecasting (https://kttv.gov.vn/KttvsiteE/en-US/2/index.html).



Actions to Take:



You should have an emergency plan in place before the approach of a storm. Even areas far from the coastline can experience dangerous winds, tornadoes, mudslides, and floods. Please take precautionary measures to ensure minimal disruption or damage and have evacuation plans that do not rely on U.S. government assistance. You should also contact friends and family in the United States with updates on your whereabouts.



Enroll in the Smart Traveler Enrollment Program step.state.gov

Locate shelter and follow all official instructions, including evacuation if ordered.

Carry your travel documents at all times (i.e., U.S. passport, birth certificate, picture ID’s, etc.) or secure them in a safe, waterproof location.

Secure loose outdoor items (limbs, roofing material, windows (coverings), doors, debris (trash), etc.).

Fill vehicle, generator, and water tanks.

Check and charge radios.

Charge cell phones and carry your charger.

Have bottled water; make ice.

Gather flashlights, tools, and first aid supplies.

Have fresh batteries, candles, matches, water, groceries (canned and/or dry foods), and pet supplies.

Assure an adequate supply of first aid materials and prescription medications.

Stay home and let your family and office know how you plan to weather the storm, especially those family members in the United States.

Monitor our website or travel.state.gov or follow us on Facebook and Twitter at @travelgov. We will issue updated messages and information specific to the circumstances.

Prepare your family and home for flooding and power outages.

 

General Disaster Preparedness Websites: 



U.S. Department of State, Bureau of Consular Affairs Emergencies Abroad website (https://travel.state.gov/content/travel/en/international-travel/emergencies.html)– general information and resources for U.S. citizens experiencing an emergency outside of the United States.

U.S. Department of State, Bureau of Consular Affairs Natural Disasters website (https://travel.state.gov/content/travel/en/international-travel/emergencies/natural-disasters.html)– general information and resources pertaining to natural disasters.

U.S. Federal Emergency Management Agency (FEMA) Ready website (https://www.ready.gov/) – general information and resources for emergency preparedness

American Red Cross (https://www.redcross.org/) – Member of the International Federation of Red Cross and Red Crescent Societies.”","Weather Advisory, Security Advisory",Weather,False,"[""weather_disruption""]","[""weather_disruption"", ""natural_disaster""]",3,"[{""rule_id"": ""landslide"", ""label"": ""landslide"", ""match"": ""landslides"", ""weight"": 3, ""span"": [654, 664]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
final_test,183,2348,weather_disruption,false_positive,complete,Strong winds likely to affect operations at Port of Yokohama on Oct 25,"On October 23, shipping sources indicate that strong wind is anticipated at Port of Yokohama, Japan, from the morning until the evening of October 25. The adverse weather conditions pose a high risk for the port to close during the above mentioned period.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",7,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [0, 12]}, {""rule_id"": ""severe_weather"", ""label"": ""severe/bad weather"", ""match"": ""adverse weather"", ""weight"": 3, ""span"": [222, 237]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""wind"", ""weight"": 1, ""span"": [123, 127]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 7 >= 3 with required context satisfied
final_test,183,2348,port_operational_disruption,false_negative,complete,Strong winds likely to affect operations at Port of Yokohama on Oct 25,"On October 23, shipping sources indicate that strong wind is anticipated at Port of Yokohama, Japan, from the morning until the evening of October 25. The adverse weather conditions pose a high risk for the port to close during the above mentioned period.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,183,2348,port_closure,false_positive,complete,Strong winds likely to affect operations at Port of Yokohama on Oct 25,"On October 23, shipping sources indicate that strong wind is anticipated at Port of Yokohama, Japan, from the morning until the evening of October 25. The adverse weather conditions pose a high risk for the port to close during the above mentioned period.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""port to close"", ""weight"": 3, ""span"": [274, 287]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
final_test,184,3309,maritime_security_navigation_disruption,false_negative,complete,Cebu port authority tightening entry measures due to coronavirus,Media sources indicated on March 12 that the Cebu Port Authority (CPA) has ordered all ports in Cebu to implement stringent prevention measures following a recent confirmed case in the Philippines. All port managers will need to enforce a body temperature check for every passenger entering the terminal.,Maritime Advisory,Administrative Issue,True,"[""maritime_security_navigation_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,187,2104,weather_disruption,false_positive,complete,Port of Yokohama closed due to strong winds,Shipping sources indicated on January 30 that the Port of Yokohama was closed from January 28 to January 29 due to strong winds. Customers should expect berthing delays as well rescheduled departure times for vessels.,Port Closure,Weather,False,"[""port_closure""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",4,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [31, 43]}]","[{""rule_id"": ""wind"", ""label"": ""wind"", ""match"": ""winds"", ""weight"": 1, ""span"": [166, 171]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
final_test,187,2104,port_operational_disruption,false_positive,complete,Port of Yokohama closed due to strong winds,Shipping sources indicated on January 30 that the Port of Yokohama was closed from January 28 to January 29 due to strong winds. Customers should expect berthing delays as well rescheduled departure times for vessels.,Port Closure,Weather,False,"[""port_closure""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",4,"[{""rule_id"": ""vessel_delay"", ""label"": ""vessel/berthing/cargo delay"", ""match"": ""berthing delays"", ""weight"": 3, ""span"": [196, 211]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
final_test,193,3076,weather_disruption,false_positive,complete,"Waiting time around 1 day at East Container Terminal, Shanghai","According to shipping sources, an average waiting time at East Container Terminal at the port of Shanghai is around 1 day which will be from March 20 to March 21. Furthermore, strong winds have been forecasted at the midnight of March 20 until the evening. There is a high chance of the port’s closure during this time.",Port Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",3,"[{""rule_id"": ""severe_wind"", ""label"": ""severe/strong/high wind"", ""match"": ""strong winds"", ""weight"": 3, ""span"": [235, 247]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
final_test,193,3076,port_closure,false_positive,complete,"Waiting time around 1 day at East Container Terminal, Shanghai","According to shipping sources, an average waiting time at East Container Terminal at the port of Shanghai is around 1 day which will be from March 20 to March 21. Furthermore, strong winds have been forecasted at the midnight of March 20 until the evening. There is a high chance of the port’s closure during this time.",Port Disruption,Weather,True,"[""port_operational_disruption""]","[""weather_disruption"", ""port_operational_disruption"", ""port_closure""]",4,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""port's closure"", ""weight"": 3, ""span"": [345, 359]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""container""]}",predicted: score 4 >= 4 with required context satisfied
final_test,194,2082,weather_disruption,false_positive,complete,Port of Manzanillo reopens following closure due to Hurricane Lorena,Shipping sources indicate that the Port of Manzanillo was closed on September 18 and September 19 due to weather impacts associated with Hurricane Lorena. The port reportedly reopened on September 20.,Port Closure,Weather,False,"[""port_closure""]","[""weather_disruption"", ""port_closure""]",4,"[{""rule_id"": ""named_weather"", ""label"": ""hurricane/typhoon/thunderstorm/tornado/hail"", ""match"": ""hurricane"", ""weight"": 3, ""span"": [52, 61]}]","[{""rule_id"": ""weather"", ""label"": ""weather"", ""match"": ""weather"", ""weight"": 1, ""span"": [174, 181]}]","{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 4 >= 3 with required context satisfied
final_test,195,2135,port_operational_disruption,false_negative,complete,Protest near Port of Manila may affect truck movements on May 3,"According to local sources, a rally will be held in the evening of May 3 along the southbound side of South Access road near Bungubong road which will affect the traffic flow in and out of Port of Manila. Delays to truckers’ transit time can be expected in the evening. Details on the protest were not immediately available at the time of writing.",Cargo Disruption,Worker Strike,False,"[""port_operational_disruption""]",[],2,[],"[{""rule_id"": ""delay"", ""label"": ""delay"", ""match"": ""delays"", ""weight"": 1, ""span"": [267, 273]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: score 2 < 4
final_test,197,3912,port_operational_disruption,false_negative,complete,Planned power outage at Port of Busan on Mar 8,"Shipping sources reported that the productivity level at the Port of Busan is currently normal. However, there is a full power outage on March 8 from 06.00 to 19.00 local time to install a new VCB panel in the power substation. All terminal operations will be suspended during this period and will cause some minor delays.","Port Disruption, Power Outage",Administrative Issue,True,"[""port_operational_disruption""]","[""port_closure""]",2,[],"[{""rule_id"": ""delay"", ""label"": ""delay"", ""match"": ""delays"", ""weight"": 1, ""span"": [359, 365]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: score 2 < 4
final_test,197,3912,port_closure,false_positive,complete,Planned power outage at Port of Busan on Mar 8,"Shipping sources reported that the productivity level at the Port of Busan is currently normal. However, there is a full power outage on March 8 from 06.00 to 19.00 local time to install a new VCB panel in the power substation. All terminal operations will be suspended during this period and will cause some minor delays.","Port Disruption, Power Outage",Administrative Issue,True,"[""port_operational_disruption""]","[""port_closure""]",4,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""terminal operations will be suspended"", ""weight"": 3, ""span"": [276, 313]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
final_test,198,3868,weather_disruption,false_positive,complete,Operations almost back to normal at Port of Manila following Typhoon Haishen,Industry sources indicate on September 9 that port operations are almost back to normal at the Port of Manila following Typhoon Haishen. There are currently no vessels waiting to berth at MNL (S) and there is currently one vessel waiting to berth at MNL (N).,Port Congestion,Weather,False,"[""port_operational_disruption""]","[""weather_disruption""]",3,"[{""rule_id"": ""named_weather"", ""label"": ""hurricane/typhoon/thunderstorm/tornado/hail"", ""match"": ""typhoon"", ""weight"": 3, ""span"": [61, 68]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",predicted: score 3 >= 3 with required context satisfied
final_test,198,3868,port_operational_disruption,false_negative,complete,Operations almost back to normal at Port of Manila following Typhoon Haishen,Industry sources indicate on September 9 that port operations are almost back to normal at the Port of Manila following Typhoon Haishen. There are currently no vessels waiting to berth at MNL (S) and there is currently one vessel waiting to berth at MNL (N).,Port Congestion,Weather,False,"[""port_operational_disruption""]","[""weather_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,199,1727,port_operational_disruption,false_negative,complete,Jawarharlal Nehru Port imposes new requirements for discharging and ICD-bound cargo,"Intelligence obtained by Everstream Analytics indicates that, effective April 1, Jawaharlal Nehru Port (also known as the Port of Nhava Sheva) imposed new requirements for all cargo discharging at the port or continuing through the port to inland container depots. To ensure proper discharge, bills of lading (HBL, MBL, direct BL) must include the following: approximately 16-digit IEC (import-export code), approximately 20-digit GSTIN import identification number, and an official email address of the importer. The port is the largest container port in India.",Port Disruption,Administrative Issue,True,"[""port_operational_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,200,5774,port_operational_disruption,false_negative,complete,Winds expected at the Port of Le Havre on October 24-25,Sources indicate on October 23 that medium winds are expected at the Port of Le Havre between 23:00 on October 24 until 05:00 on October 25. Limited to no impact is expected on cargo operations.,Port Disruption,Weather,False,"[""port_operational_disruption""]",[],0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,202,96,labor_strike_disruption,false_negative,complete,Barcelona - No reports of major disruptions from metro security guard strike. Incident closed.,There were no initial reports of major disruptions due to the strike held by metro security guards throughout Barcelona. The strike was called to protest working conditions and safety issues. The Catalan Government ordered that enough guards work to impose a minimum service of guards at 95 percent of the metro line. This incident is closed.,Miscellaneous Strikes,Worker Strike,False,"[""labor_strike_disruption""]",[],3,"[{""rule_id"": ""strike"", ""label"": ""strike action"", ""match"": ""strike"", ""weight"": 3, ""span"": [68, 74]}]",[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: evidence found but required context missing
final_test,203,1438,port_operational_disruption,false_negative,complete,Crane rail repairs at DP World Sydney Terminal from December 1-6,Industry sources indicated that Crane 6 at the DP World Sydney Termal will be undergoing scheduled crane rail repairs from 06:00 on December 1 to 14:00 local time on December 6. The crane will be out of service during this period. DP World will work closely with vessel operators in the event of potential delays.,Port Disruption,Administrative Issue,True,"[""port_operational_disruption""]",[],2,[],"[{""rule_id"": ""delay"", ""label"": ""delay"", ""match"": ""delays"", ""weight"": 1, ""span"": [369, 375]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""terminal""]}",rejected: score 2 < 4
final_test,204,4517,port_operational_disruption,false_negative,complete,UPDATE 1 - Port of Qingdao closes due to dense fog on August 12,"On August 13, shipping sources report that Port of Qingdao has been closed from 10:40 to 19:30 local time on August 12 due to dense fog.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""port_closure""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",rejected: no rule evidence
final_test,204,4517,port_closure,false_positive,complete,UPDATE 1 - Port of Qingdao closes due to dense fog on August 12,"On August 13, shipping sources report that Port of Qingdao has been closed from 10:40 to 19:30 local time on August 12 due to dense fog.",Port Disruption,Weather,False,"[""port_operational_disruption""]","[""port_closure""]",5,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""port of qingdao closes"", ""weight"": 3, ""span"": [9, 31]}]","[{""rule_id"": ""closure_term"", ""label"": ""closure/closed/suspended/halted"", ""match"": ""closed"", ""weight"": 1, ""span"": [129, 135]}]","{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 5 >= 4 with required context satisfied
final_test,206,4856,labor_strike_disruption,false_positive,complete,Vessel waiting times 2-7 days at Port of Le Havre,Sources indicate that vessel waiting times for berthing at the Port of Le Havre are currently between 2 to 7 days. The congestion is largely attributed to successive strikes by various actors at ports across France in conjunction with public protests against pension reforms. A timeline for reducing congestion is not known.,Port Congestion,Worker Strike,False,"[""port_operational_disruption""]","[""port_operational_disruption"", ""labor_strike_disruption""]",4,"[{""rule_id"": ""strike"", ""label"": ""strike action"", ""match"": ""strikes"", ""weight"": 3, ""span"": [215, 222]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""port""]}",predicted: score 4 >= 4 with required context satisfied
final_test,208,2756,port_closure,false_positive,complete,UPDATE: Average waiting time for vessels around 1-2 days at Port of Ningbo,"Updated sources on March 27 indicate that an average waiting time at the Port of Ningbo has increased to 1-2 days. This is likely to remain the same in the coming 2-days. Moreover, low visibility is expected from 18:00 (local time) of March 27 to 02:00 of March 29. There is a moderate risk of a port’s closure during this time.",Port Congestion,Administrative Issue,False,"[""port_operational_disruption""]","[""port_operational_disruption"", ""port_closure""]",4,"[{""rule_id"": ""context_then_close"", ""label"": ""maritime facility closure"", ""match"": ""port's closure"", ""weight"": 3, ""span"": [364, 378]}]",[],"{""text_context"": 1, ""maritime_metadata"": 0, ""context_matches"": [""vessels""]}",predicted: score 4 >= 4 with required context satisfied
final_test,209,4440,port_operational_disruption,false_negative,complete,UPDATE 1 - Filt Cgil and Uiltrasporti Uil organize regional transport strike in Liguria on July 24,"On July 24, media sources confirmed that a demonstration was organized by Filt Cgil Genoa and Liguria and Uiltrasporti Uil Liguria as part of a general regional transport strike. The strike is in support of improving transportation infrastructure in the region of Liguria.","Public Transportation Disruption, Cargo Disruption, Cargo Transportation Strike, Port Strike, Port Closure, Port Congestion, Port Disruption",Worker Strike,False,"[""port_operational_disruption"", ""port_closure"", ""labor_strike_disruption""]","[""labor_strike_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
final_test,209,4440,port_closure,false_negative,complete,UPDATE 1 - Filt Cgil and Uiltrasporti Uil organize regional transport strike in Liguria on July 24,"On July 24, media sources confirmed that a demonstration was organized by Filt Cgil Genoa and Liguria and Uiltrasporti Uil Liguria as part of a general regional transport strike. The strike is in support of improving transportation infrastructure in the region of Liguria.","Public Transportation Disruption, Cargo Disruption, Cargo Transportation Strike, Port Strike, Port Closure, Port Congestion, Port Disruption",Worker Strike,False,"[""port_operational_disruption"", ""port_closure"", ""labor_strike_disruption""]","[""labor_strike_disruption""]",0,[],[],"{""text_context"": 0, ""maritime_metadata"": 0, ""context_matches"": []}",rejected: no rule evidence
